3,1519,3822
2,2223,4185
2,2012,3538
2,1651,19322
2,1521,2631
1,1821,34066
1,1436,7347
0,1647,662
5,2126,4951
5,1828,3292
5,1553,7953
4,2014,3800
4,1837,10821
4,1550,4475
3,2225,20453
3,1914,2862
3,1807,13251
3,1606,8431
2,2147,3375
2,2020,2030
2,1829,2619
2,1708,4399
2,1558,9300
1,2008,3585
1,1717,2823
1,1547,4361
0,2218,22783
6,2340,7766
6,1508,3487
5,2135,3409
5,2051,3767
5,1706,4367
5,1546,3012
4,2111,4589
4,1937,3501
4,1721,12229
4,1602,2656
3,2203,3728
3,2118,1944
3,2022,2729
3,1853,1461
3,1801,6476
3,1535,2591
3,35,1642
2,2158,4713
2,1904,3457
2,1715,2678
2,1511,14776
1,2148,7842
1,2053,2677
1,1858,2152
1,1738,764
1,1606,3493
5,2201,15028
5,2101,2426
5,1953,2451
5,1833,10678
5,1727,2439
5,1531,3454
4,2128,2526
4,1916,2468
4,1737,11487
4,1533,18023
3,2235,10804
3,1926,3026
3,1617,2757
2,2059,9570
2,2007,490
2,1855,3108
2,1616,15445
1,1939,4049
1,1724,6891
1,1513,2452
0,1726,10441
5,2105,4531
5,1848,1642
5,1645,14336
5,1616,2159
5,1339,8494
4,2112,7357
4,1913,3693
4,1712,2215
4,1613,4102
3,2212,4880
3,2011,2328
3,1800,15311
3,1551,2595
2,2033,2295
2,1744,11624
2,1640,4222
2,1400,11335
1,2131,4301
1,2008,7802
1,1846,2279
1,1559,4340
0,2226,14852
0,2015,4684
0,205,7878
6,2228,3545
6,2118,6092
6,1536,5083
5,2106,14228
5,1510,5800
4,2118,3692
4,2021,16010
4,1808,5452
4,1530,5740
3,2220,3054
3,2115,5607
3,2009,6338
3,1840,3953
3,1644,3651
2,2058,6980
2,2002,2842
2,1815,14382
2,1629,4053
1,2143,7809
1,1922,13075
1,1728,2393
1,1524,9994
6,1936,5673
6,1807,3175
6,1555,5758
5,2235,11652
5,2222,4726
5,2153,11887
5,2118,1824
5,1934,4109
5,1808,2496
5,1719,1580
5,1608,6002
5,1547,1152
4,2007,72693
4,1621,5951
3,2123,2078
3,1937,2774
3,1726,9650
3,1600,3153
2,2208,2674
2,1926,24995
2,1752,3071
2,1543,3277
1,2223,7292
1,2056,5204
1,1955,5025
1,1756,8872
1,1544,4485
5,2057,4612
5,1555,7654
4,2153,4738
4,1732,9526
4,1614,3457
3,2053,1568
3,1905,1911
3,1745,1640
3,1719,7477
3,1546,3621
2,2213,13118
2,2113,5729
2,1925,28724
2,1737,2930
2,1623,7448
2,1536,3152
2,1506,3245
2,1424,1938
1,2150,30049
1,2106,910
1,1929,13676
1,1711,2693
1,1534,14711
5,2123,4559
5,1852,9792
5,1704,5393
5,1545,12273
4,2206,5777
4,2033,924
4,1947,2679
4,1902,1572
4,1812,6541
4,1703,2743
4,1534,19643
3,2217,20433
3,2020,538
3,1827,5870
3,1657,680
3,1555,6709
2,2213,5279
2,2009,3766
2,1817,1818
2,1616,2071
2,1534,2122
1,2123,3961
1,1936,5900
1,1738,16798
1,1606,2343
5,1916,14153
5,1754,5726
5,1612,19899
5,1430,8428
4,2241,2505
4,2122,2809
4,2012,2010
4,1857,6479
4,1656,2165
4,1514,6391
3,2224,3212
3,2123,2111
3,1913,7341
3,1712,4044
3,1510,2460
2,2203,6196
2,2005,3123
2,1827,4861
2,1654,3367
2,1508,2556
1,2140,9354
1,1703,4120
1,1439,2638
1,1418,2434
0,1743,48593
5,2140,18890
5,2038,3937
5,1946,672
5,1846,6151
5,1659,18101
5,1516,6713
4,2151,8697
4,1958,3249
4,1821,9264
4,1633,3699
4,1544,2429
3,2242,34539
3,2154,9195
3,2048,7199
3,1942,312
3,1902,840
3,1747,25298
3,1619,6216
2,1450,10948
1,2137,2742
1,1748,16969
1,1401,6775
6,1945,17364
6,1713,5853
5,2105,4283
5,1940,2848
5,1703,90428
5,1552,4929
4,2205,13440
4,2124,2655
4,1919,21438
4,1724,11840
4,1633,2326
3,2058,13740
3,1504,3575
3,1341,3191
2,1955,4437
2,1831,3736
2,1642,4154
2,1530,3755
1,2154,16982
1,2023,5875
1,1652,19232
1,1537,3524
5,2159,9932
5,2103,2620
5,1809,7854
5,1603,3945
4,2306,5333
4,2129,1522
4,2004,4865
4,1846,1806
4,1631,3785
3,2135,4459
3,1949,2174
3,1813,7235
3,1642,2938
2,2301,7032
2,2150,5588
2,2020,1677
2,1823,28808
2,1635,3954
1,2309,31907
1,2049,11871
1,1847,3848
1,1624,6513
0,2116,4834
5,2315,5868
5,2205,3667
5,2050,14924
5,1902,4746
5,1718,6073
5,1540,10034
4,2245,7103
4,2049,2190
4,1953,1764
4,1818,4145
4,1720,1793
4,1619,4081
3,2238,5648
3,2107,13695
3,1849,4550
3,1632,26436
2,2325,1770
2,2222,5446
2,2050,10832
2,1837,3277
2,1702,4887
1,2305,17663
1,2053,5661
1,1905,3106
1,1617,2456
1,1559,16542
1,431,1604
5,2308,6715
5,2200,2990
5,2055,6206
5,1925,11083
5,1846,2016
5,1839,996
5,1756,1897
5,1647,4334
5,102,12550
4,2155,5777
4,1920,48254
4,1642,4719
3,2256,3924
3,1914,13905
3,1750,3469
3,1446,3282
2,2259,14594
2,1833,29707
2,1719,3288
2,1531,2143
1,2258,4223
1,1957,3830
1,1832,16312
1,1710,3255
0,1850,8542
0,34,1040
6,2038,3468
5,2001,2729
5,1713,5523
4,2017,9829
4,1830,6969
4,1713,998
3,2223,2544
3,2001,5906
3,1751,1618
2,229,28064
0,2159,6883
0,1949,21569
6,2127,7002
6,1532,31967
5,2256,5924
5,2102,5353
5,1920,11074
5,1717,4367
5,1535,2272
5,50,7328
4,2142,13561
4,2006,4283
4,1825,12819
4,1709,6120
3,2057,2266
3,1931,1760
3,1742,2264
2,2232,14754
2,2111,836
2,1913,4778
2,1638,3455
1,2200,1072
1,2012,2624
1,1830,7251
1,1631,2852
6,1704,5615
6,1604,2904
5,2249,3916
5,2127,3162
5,1917,1892
5,1732,1839
5,1635,7334
4,2327,2112
4,2305,1294
4,2135,2775
4,1859,6611
4,1703,2709
3,2139,4011
3,1938,8396
3,1804,2506
2,2252,16499
2,2058,906
2,1851,2587
2,1649,2362
0,2241,5932
0,1855,3776
0,1740,3310
0,1724,394
6,2307,2649
6,2300,898
6,1635,2968
6,1512,2453
5,2223,2451
5,2030,7051
5,1912,5324
5,1754,12237
5,1717,3065
5,1645,2380
5,1611,1899
5,7,3080
4,2200,1980
4,1917,1312
4,1822,1855
4,1653,9134
3,2246,6119
3,2053,2990
3,1810,3910
3,1556,5769
2,2327,2329
2,2154,6908
2,2006,7453
2,1839,2421
1,2300,4949
1,2052,2844
1,1846,3336
1,1620,4980
6,2054,4484
6,1915,3824
5,2156,4295
5,2022,11089
5,1833,18497
5,1716,17211
4,2203,1884
4,2104,9062
4,1901,3615
4,1757,4683
4,1625,3545
3,2313,4220
3,2050,2060
3,1926,1842
3,1903,1278
3,1745,1829
3,1604,1791
2,2019,1156
2,1835,3128
2,1558,4211
1,1638,21685
0,2206,47457
6,1657,6253
6,1540,3627
5,2337,4267
5,2109,1498
5,1919,1881
5,1850,1536
5,1822,9195
5,1730,1989
5,1611,1800
4,2236,1829
4,2037,4277
4,1731,5030
4,1613,1761
4,1526,1897
3,2231,2513
3,2020,1399
3,1928,2294
3,1835,11049
3,1732,2214
3,1615,2006
3,313,5525
3,312,26541
3,309,77617
3,306,10481
3,304,16034
3,303,9764
3,303,7737
3,302,5958
3,301,11095
3,300,20654
3,254,2284
3,250,310
3,247,6305
3,246,8320
3,245,3812
3,245,9058
3,244,3557
3,244,3140
3,243,3973
3,243,972
3,242,12530
3,241,8464
3,240,5186
3,239,5495
3,238,4589
3,237,3880
3,236,17740
3,235,2728
3,234,4771
3,234,3250
3,233,4997
3,231,4897
3,230,5323
3,230,9656
3,228,7972
3,228,4994
3,227,15804
3,226,6248
3,225,2707
3,224,2320
3,223,4971
3,223,2897
3,222,3237
3,221,6003
3,220,1340
3,219,2383
3,216,4535
3,215,9413
3,214,3922
3,213,3820
3,206,3240
3,104,4586
3,6,3298
2,2255,7892
2,2114,3879
2,1927,3848
2,1742,41102
2,1557,17906
1,2258,5300
1,2034,2868
1,1807,4585
1,1556,1470
1,40,5231
0,2238,3810
6,2234,4126
6,1915,3145
6,1802,2443
5,2313,4755
5,2229,3113
5,2123,2481
5,1929,5718
5,1911,3018
5,1850,426
5,1732,2793
5,1620,1762
5,1442,7280
5,410,1566
5,215,7505
5,208,4796
4,2352,4984
4,2119,358
4,2006,4655
4,1816,11761
4,1625,3460
3,2135,2718
3,2000,8455
3,1805,4306
3,1642,4965
2,2340,1966
2,2245,16797
2,2136,5292
2,2123,1902
2,2105,1362
2,2052,1694
2,2034,5166
2,2026,2360
2,1833,17316
2,1728,11301
2,1722,4342
2,1704,6020
2,1643,3440
2,1555,2970
2,42,4642
1,2206,14092
1,1902,1804
1,1726,2204
5,2337,14413
5,1809,22028
5,125,124279
5,24,5917
4,2325,6010
4,2225,2512
4,2025,5730
4,1924,1807
4,1815,2238
4,1654,5186
4,1557,3672
3,2208,3984
3,1956,9512
3,1822,2813
3,1640,3153
2,2143,10203
2,2031,4576
2,1829,2109
2,1649,2879
1,2226,26548
1,2007,4336
1,1759,416
1,1653,2276
6,2016,3093
6,1545,4944
5,1936,14968
5,1822,37322
4,1953,4226
4,354,2634
3,1946,1646
3,1847,2814
2,2118,2541
2,1829,3153
2,1621,3091
1,2139,4890
1,2035,1458
1,1919,7134
1,1804,1942
1,1709,3297
0,2024,4212
6,2335,2824
6,1854,3959
6,1643,2341
5,2249,3374
5,2105,1048
5,1907,1491
5,1800,1311
5,1755,5890
5,1651,4829
5,402,4606
4,2246,3298
4,2035,2224
4,1759,1750
4,1624,1723
4,245,2424
3,2223,2153
3,2007,4114
3,1857,3655
3,1652,1842
2,2317,1989
2,2217,3163
2,2025,4477
2,1829,3100
2,1656,1536
1,2100,6375
1,1747,1811
1,1656,1534
0,2202,4876
6,1941,2842
6,1829,44561
5,2218,2654
5,1952,1825
5,1824,1971
5,1611,2358
4,2255,2324
4,2109,2109
4,1918,3322
4,1848,9320
4,1616,2201
3,2301,1734
3,2135,4734
3,2019,3780
3,1855,3420
3,1703,1769
3,1606,1750
3,6,4886
2,2201,5807
2,2046,2973
2,1831,3885
2,1700,3345
1,2351,3315
1,1836,10232
1,1734,1852
1,102,4853
1,0,2513
6,2039,8526
6,1933,2917
5,2200,6149
5,2029,2878
5,1807,2836
5,1629,5428
4,1904,1584
3,1925,3640
3,1636,6639
2,2326,17806
2,2146,1280
2,1857,2872
2,1740,3327
1,2313,4237
1,2126,2969
1,2008,3481
1,1819,2018
1,1552,1290
1,100,2552
6,2217,2357
5,2026,4335
5,1826,6146
5,1622,3770
4,1749,16373
4,1648,13092
4,206,2252
3,1947,2409
3,1830,2020
3,241,1814
2,1917,1645
2,1631,1705
1,2325,1602
1,2117,6639
1,1904,3319
1,1741,1722
6,1851,2506
6,35,8034
5,2216,12871
5,2109,1766
5,1934,4093
5,1757,4121
5,1634,3682
4,2247,10910
4,2036,2926
4,1747,3453
4,1609,1970
4,225,710
3,2356,3200
3,2059,1412
3,2001,3193
3,1619,4213
2,2118,1000
2,1906,5959
2,1630,3092
1,2325,2216
1,2036,2571
1,1804,536
6,1726,44334
5,2116,2508
5,1914,9178
5,1732,3754
4,2245,2596
4,2046,1522
4,1849,2059
4,1638,1802
3,1826,12439
3,1640,3582
2,2331,3987
2,2207,1780
2,2016,1533
2,23,842
1,2209,3139
1,2208,2561
1,2207,5041
1,2206,4491
1,2205,1875
1,2204,1535
1,2203,1556
1,2202,2152
1,2201,1636
1,2200,1464
1,2159,1353
1,2157,2329
1,2156,1583
1,2154,1134
1,2151,921
1,2140,2090
1,1949,280
6,1829,5094
6,1658,1696
5,2220,3526
5,2047,13104
5,1753,4533
5,1712,7392
5,1709,2740
5,1708,4043
5,1707,2195
5,1705,2346
5,1704,3066
5,1702,3712
5,1659,10467
5,1658,1033
5,1552,4128
4,2216,1468
4,2053,1757
4,1936,1595
4,1704,752
4,1447,1881
3,2210,2481
3,1819,1916
3,1715,1608
2,2238,1912
2,2020,538
2,1656,2120
1,2317,5686
1,2116,1707
1,2030,1572
1,1842,1560
1,1648,2628
0,2156,1915
0,2104,1673
0,2004,2272
0,1844,1537
0,1719,2030
6,2301,15284
6,2156,2250
6,1827,3904
6,1645,1923
5,2242,1881
5,2123,4805
5,1940,1162
5,1737,4106
5,1626,4758
4,2145,3009
4,1949,1313
4,1731,3430
4,1536,6416
3,2240,620
3,2200,3610
3,1903,1757
3,1733,2733
3,1544,2507
3,35,3234
2,2330,3686
2,1916,1363
2,1806,1256
2,1604,14730
2,1527,1579
1,2045,644
1,1627,2593
6,1758,3991
5,1530,4931
4,1834,2134
4,1614,1758
3,1845,2085
3,1744,1570
2,2243,2486
2,2120,3646
2,1904,5166
2,1711,884
2,1458,1600
1,2132,2722
1,1917,1659
1,1737,1222
1,1636,1176
6,1801,8620
6,1720,2701
5,2122,18074
5,2003,1851
5,1802,3791
5,1535,4434
4,2228,2588
4,2046,1685
4,2010,1717
4,1909,1736
4,1724,2889
3,2241,8755
3,2017,1612
3,1823,5356
3,1659,2609
3,1519,946
2,2149,1430
2,2018,1818
2,1730,3125
2,1510,3215
6,1830,2541
6,1546,1920
5,1701,5498
4,2222,4965
4,1906,1956
4,1616,30923
4,1422,4995
3,2143,6217
3,2028,1818
3,1854,6055
3,1756,3028
3,1647,1270
3,1600,1069
2,2023,908
2,1842,1852
2,1725,2108
2,1547,2030
1,2141,9798
1,2019,1624
1,1743,1104
1,1554,2501
6,2001,229365
6,1829,4773
6,1659,2038
5,2014,2887
5,1726,6921
5,1558,34808
5,1337,8158
4,2204,1416
4,1740,3314
4,1524,3846
4,47,2610
3,2326,3082
3,2226,2645
3,2119,1625
3,1945,3410
3,1840,1876
3,1721,4170
3,1618,2333
3,1507,1530
2,2200,3733
2,1837,7859
2,1733,4020
2,1513,3967
1,2103,1533
1,1913,2059
1,1647,1957
1,1418,1152
0,1645,2922
6,1846,5069
6,1509,5156
5,2215,3192
5,2017,2252
5,1733,3741
5,1539,3842
4,2202,2906
4,2042,2745
4,1930,9026
4,1645,1869
4,1519,2085
3,2208,3004
3,1956,7673
3,1746,3292
3,1641,4440
3,1524,6202
3,1321,2412
2,2125,2820
2,2003,2208
2,1708,2878
2,1605,3384
1,2248,9921
1,2050,1377
1,1749,4980
1,1637,1624
6,1812,4841
6,1703,3533
5,2137,2118
5,2049,7413
5,1906,7091
5,1719,2574
5,1600,1979
4,2047,4618
4,1844,3453
4,1715,2456
4,1505,7453
3,2217,3482
3,2009,788518
3,1712,7172
3,1523,1369
2,2059,6866
2,1853,1286
2,1550,2991
1,2353,720
1,2106,1786
1,2011,1424
1,1921,4469
6,1811,5275
6,1653,2552
5,2012,1758
5,1626,23972
4,2209,4155
4,1930,12852
4,1712,14264
4,1559,3046
3,2106,5534
3,1950,1570
3,1849,1478
3,1834,2334
3,1729,3046
3,1609,1594
2,2117,2722
2,1915,2740
2,1737,1965
2,1630,4104
1,1750,7671
1,1622,4605
1,1521,1834
1,1448,1354
6,1658,3362
6,1543,2730
5,2103,27711
5,2003,2558
5,1800,1599
5,1700,2966
5,1551,1804
5,1424,5517
4,2141,2556
4,1946,5044
4,1742,2325
4,1536,1803
3,2113,2256
3,1857,5422
3,1736,3341
3,1542,4221
2,1952,5747
2,1632,5455
2,1518,2657
1,2121,11841
1,1937,2196
1,1801,1608
1,1627,1479
6,1634,9913
6,1512,2596
5,2055,1810
5,1859,1835
5,1646,4489
5,1536,1442
4,2102,2225
4,1958,1493
4,1811,4101
4,1707,1536
4,1610,1221
4,1452,2061
3,2213,11933
3,2035,10754
2,2223,4160
2,2111,1862
2,1907,6829
2,1727,1532
2,1526,1713
2,13,1859
1,2351,1426
1,2315,1426
1,2211,2777
1,2101,3451
1,1805,1471
1,1522,2529
6,1639,4555
6,1535,2666
5,2204,2590
5,2101,4344
5,1910,9566
5,1722,3644
5,1537,3768
4,2113,2731
4,1730,1729
4,1529,3339
3,2024,12370
3,1908,2852
3,1758,2250
3,1623,1911
3,1458,2792
2,2056,4474
2,1745,3784
2,1534,760
1,2131,2209
1,1904,4204
1,1641,2948
1,1504,2181
6,1442,3267
5,2141,3815
5,1751,3361
5,1643,4573
5,1526,6841
4,2141,2077
4,2029,14883
4,1902,2427
4,1647,5069
4,1515,2882
3,2119,3224
3,2011,15935
3,1845,1849
3,1738,1976
3,1625,3459
3,1507,2025
2,2225,3910
2,1948,1012
2,1754,1674
2,1619,4424
1,2115,1742
1,1924,2734
1,1551,5071
6,1710,6448
6,1544,2704
5,2053,2828
5,1826,4054
5,1620,2200
5,1343,5995
4,2124,19211
4,2007,370
4,1827,2314
4,1521,2466
3,2204,3050
3,2038,2042
3,1701,5162
3,1659,1852
3,1658,2150
3,1656,2440
3,1654,4178
3,1653,2671
3,1651,1779
3,1649,1679
3,1647,5287
3,1646,3472
3,1644,1860
3,1642,1570
3,1641,1886
3,1640,1531
3,1639,1301
3,1638,1553
3,1637,1632
3,1635,1731
3,1634,1499
3,1632,1595
3,1630,1198
3,1629,1079
3,1627,1142
3,1626,1423
3,1625,1363
3,1622,1329
3,1620,1348
3,1619,1171
3,1618,1392
3,1616,1766
3,1614,1753
3,1613,1525
3,1612,1837
3,1610,3205
3,1558,1211
3,1429,1657
2,2113,10842
2,1854,3764
2,1721,6775
2,1516,35068
1,2146,2838
1,1907,5344
1,1814,2717
1,1705,1762
1,1600,18011
0,1954,16332
0,1850,5157
6,2300,3710
6,1755,2248
6,1619,11610
5,1943,3159
5,1727,1548
5,1546,4163
4,2226,1160
4,2117,12132
4,1944,3030
4,1733,5516
4,1613,6412
3,1640,3846
2,2135,3685
2,1952,3518
2,1614,1518
1,2133,2175
1,1820,7724
1,1601,3745
6,2100,3762
6,2004,1929
5,2113,2600
5,1906,2557
5,1723,1868
4,2151,3741
4,1952,2712
4,1747,4812
4,1617,2746
3,2057,2513
3,1643,4062
2,1925,2762
2,1732,2818
2,1517,2262
1,2201,4841
1,2147,4797
1,2145,3024
1,2142,2784
1,2134,1918
1,2018,1678
1,1909,7610
1,1617,2540
6,1504,3941
6,1339,2286
5,2043,2599
5,1917,5043
5,1744,17685
5,1519,2052
4,1747,3662
3,2307,3091
3,2219,2146
3,2004,2765
3,1726,1870
3,1545,2822
2,2206,4579
2,2205,4539
2,2204,6576
2,2203,3895
2,2202,3600
2,2201,5865
2,2159,5901
2,2157,4842
2,2156,4457
2,2155,4044
2,2154,7525
2,2152,3320
2,2151,9899
2,2148,5268
2,2146,3526
2,2145,3917
2,2144,4505
2,2143,5241
2,2142,5779
2,2141,6210
2,2140,3729
2,2139,3617
2,2137,1559
2,2136,4423
2,2135,4861
2,2134,3768
2,2132,5192
2,2129,8166
2,2128,6257
2,2127,9247
2,2126,3211
2,2124,8667
2,2124,5482
2,2123,5445
2,2122,4642
2,2121,2865
2,2120,2924
2,2118,4380
2,2117,6488
2,2113,5774
2,2112,3608
2,2111,2620
2,2105,5149
2,2103,2105
2,2101,2098
2,2058,3080
2,2055,1618
2,1922,1428
2,1806,19154
2,1307,4152
1,2055,1865
1,1856,7148
1,1731,1522
1,1521,1529
1,1442,1758
6,2232,8181
6,1756,2090
5,2115,6943
5,1742,3318
5,1623,3390
5,1533,1798
4,2202,6434
4,1910,2289
4,1818,1912
4,1510,3775
3,1927,2845
3,1721,11329
3,1517,2450
2,2149,2538
2,1937,2533
2,1730,2510
